group;name;protein;fat;carb;calorie
Üzletben kapható termékek;Cornexi piros gyümölcsös zabkása chia maggal 65 g;13;5,6;67;383;1617
Üzletben kapható termékek;Cornexi Zabexi kakaós gabonagolyó zabbal, tk. gabonával, Ca+D-vitaminnal, édesítőszerrel 250 g;9,5;5,4;66;347;1460
Üzletben kapható termékek;Corny Big müzliszelet kakaós süteménydarabokkal és feketecsokoládéval 50 g;5,5;14,2;68,3;432;1814
Üzletben kapható termékek;Corny Big müzliszelet kakaótartalmú gabonaropogóssal, tejcsokoládéba mártva 50 g;6,2;15,4;65,1;433;1818
Üzletben kapható termékek;Corny Big müzliszelet mogyoróval 50 g;6,2;15,6;65,8;437;1837
Üzletben kapható termékek;Corny Big tejcsokoládéba mártott banánízű müzliszelet 50 g;5,1;15,1;68,7;438;1840
Üzletben kapható termékek;Corny Big tejcsokoládéba mártott müzliszelet 50 g;6,1;16,7;66,0;445;1870
Üzletben kapható termékek;Country Barn áfonyás müzliszelet joghurtos bevonótalppal 25 g;5,0;14,0;70,0;431;1813
Üzletben kapható termékek;Családi baromfimájas, tépőzáras 190 g;10,5;13,5;7,0;192;798
Üzletben kapható termékek;Családi sertésmájkrém, tépőzáras 190 g;9,9;12,5;10,6;195;811
Üzletben kapható termékek;Császári Csemege glutén- és laktózmentes paprikás extrudált kukoricapehely 75 g;7,33;8,96;60,74;349;1474
Üzletben kapható termékek;Császári Csemege glutén- és laktózmentes sós extrudált kukoricapehely 75 g;6,8;9;73;411;1734
Üzletben kapható termékek;Császári Csemege glutén- és laktózmentes vegyes gyümölcs ízű extrudált kukoricapehely 75 g;5,7;1,7;86;386;1638
Üzletben kapható termékek;Csipet Snack sós kisperec 100 g;10;5,7;67;373;1574
Üzletben kapható termékek;Dandy sűrített paradicsom 140 g;2,4;0,2;6,5;40;168
Üzletben kapható termékek;Darált sertéslöncs 400 g;8,4;14,6;10,7;208;864
Üzletben kapható termékek;Daráltlöncs 400 g;8,4;11,3;10,7;179;745
Üzletben kapható termékek;Dawtona bolognai szósz provance-i fűszerekkel 425 g + 125 g;1,0;0,4;15,7;71;303
Üzletben kapható termékek;Dawtona édes-savanyú szósz ananásszal 425 g + 125 g;0,7;0,2;16,4;72;300
Üzletben kapható termékek;Dawtona mexikói szósz 425 g + 125 g;1,6;0,6;14,2;71;300
Üzletben kapható termékek;Dawtona milánói szósz 425 g + 125 g;1,6;3,6;10,3;82;343
Üzletben kapható termékek;Delafaille töltött tej- fehér és étcsokoládé desszert 150 g;5,7;36,1;52,3;562;2344
Üzletben kapható termékek;Delafaille töltött tej- fehér és étcsokoládé desszert 150 g;5,3;36,7;52,3;566;2363
Üzletben kapható termékek;Delaviuda kakaós trüffel 100 g;6,4;38;49,1;570;2375
Üzletben kapható termékek;Delaviuda narancs ízesítésű trüffel 100 g;6,4;38;49,1;570;2375
Üzletben kapható termékek;Delikát ételízesítő 1 kg;5;0,9;17;100;430
Üzletben kapható termékek;Delikát ételízesítő 250 g;5;0,9;17;100;430
Üzletben kapható termékek;Delikát ételízesítő 450 g;5;0,9;17;100;430
Üzletben kapható termékek;Delikát ételízesítő 600 g;5;0,9;17;100;430
Üzletben kapható termékek;Delikát ételízesítő 75 g;5;0,9;17;100;430
Üzletben kapható termékek;Delikát ételízesítő csirkés ételekhez 200 g;8;0,9;19;140;570
Üzletben kapható termékek;Delphi Kalamata olívabogyó sós lében 350 g;1,9;28;2;270;1110
Üzletben kapható termékek;Detki állatfigurás háztartási keksz gyerekeknek kalciummal 180 g;8,3;8,3;74,2;410;1732
Üzletben kapható termékek;Detki állatfigurás kakaós keksz gyerekeknek kalciummal 140 g;8,7;8,7;72,7;412;1739
Üzletben kapható termékek;Detki BIO tönköly keksz 180 g;8,6;8,7;73,2;416;1756
Üzletben kapható termékek;Detki Coco Crunchy kókuszos teasütemény kakaós étbevonómasszával félig mártva 150 g;6,0;28,1;57,1;513;2143
Üzletben kapható termékek;Detki Cookies cukormentes csokidarabos + kakaós omlós keksz édesítőszerekkel 130 g;7,5;22,5;61,5;449;1872
Üzletben kapható termékek;Detki Cookies cukormentes csokidarabos omlós keksz édesítőszerekkel 130 g;7,1;23,1;62,1;452;1885
Üzletben kapható termékek;Detki Cukor Stop háztartási keksz cukor hozzáadása nélkül 200 g;11,3;10,7;66,0;419;1763
Üzletben kapható termékek;Detki cukormentes darált háztartási keksz édesítőszerekkel 350 g;9,4;11,4;71,2;411;1728
Üzletben kapható termékek;Detki cukormentes édes omlós keksz édesítőszerekkel 200 g;7,3;22,2;64,2;461;1928
Üzletben kapható termékek;Detki cukormentes háztartási keksz édesítőszerekkel 160 g;9,4;11,4;71,2;411;1728
Üzletben kapható termékek;Detki cukormentes kakaós omlós keksz édesítőszerekkel 180 g;7,7;21,6;63,1;457;1910
Üzletben kapható termékek;Detki cukormentes kókuszos omlós keksz édesítőszerekkel 180 g;7,2;22,9;63,4;465;1944
Üzletben kapható termékek;Detki fahéjas mini karika 150 g;6,6;26,3;60,0;510;2131
Üzletben kapható termékek;Detki Fruity Crunchy erdei gyümölcsös teasütemény kakaós étbevonómasszával félig mártva 150 g;5,9;24,1;62,2;496;2074
Üzletben kapható termékek;Detki hagyományos háztartási keksz 200 g;8,8;6,2;76,0;401;1696
Üzletben kapható termékek;Detki hagyományos háztartási keksz 500 g;8,8;6,2;76,0;401;1696
Üzletben kapható termékek;Detki Kexchips hagymás-tejfölös kemencés-burgonyás chips 75 g;4,3;12,9;74,3;437;1840
Üzletben kapható termékek;Detki Kexchips sajtos kemencés-burgonyás chips 75 g;4,2;12,7;75,4;438;1845
Üzletben kapható termékek;Detki Lurkó Cars 3 teljes kiőrlésű omlós keksz vitaminokkal és inulinnal 180 g;7,4;17,6;66,7;463;1942
Üzletben kapható termékek;Detki Lurkó édes omlós keksz csokoládé darabokkal és inulinnal 150 g;6,5;17,5;69,2;467;1960
Üzletben kapható termékek;Detki Lurkó Frozen kakaós omlós keksz vassal és vitaminokkal 180 g;7,9;17,2;65,9;459;1927
Üzletben kapható termékek;Detki Lurkó Frozen tejes omlós keksz kalciummal és inulinnal 180 g;7,4;18,2;67,0;467;1960
Üzletben kapható termékek;Detki Mese mézes linzer almás kockával és fahéjjal 160 g;8,7;19,0;64,2;468;1962
Üzletben kapható termékek;Detki Mese mézes linzer kakaós étbevonómasszával félig mártva 200 g;7,8;23,3;62,0;494;2068
Üzletben kapható termékek;Detki Mese mézes linzer kakaós tejbevonómasszával félig mártva 200 g;8,2;23,4;62,1;496;2078
Üzletben kapható termékek;Detki Mesefit gabonás omlós erdei gyümölcsös keksz 40 g;7,3;17,8;62,3;447;1875
Üzletben kapható termékek;Detki Mesefit gabonás omlós keksz kakaóval és csokoládé darabokkal 40 g;8,4;20,0;62,5;474;1986
Üzletben kapható termékek;Detki Tere-fere édes omlós keksz 180 g;6,9;16,7;70,1;463;1946
Üzletben kapható termékek;Detki Tere-fere kakaós omlós keksz 180 g;7,2;18,0;67,4;467;1962
Üzletben kapható termékek;Detki Tere-fere kókuszos omlós keksz 180 g;7,2;19,4;66,9;477;2001
Üzletben kapható termékek;Detki Tere-fere mézes omlós keksz 180 g;8,2;17,8;65,3;463;1944
Üzletben kapható termékek;Detki Zab Álom almás-zabpelyhes omlós keksz 180 g;7,7;18,8;63,1;464;1947
Üzletben kapható termékek;Detki Zab Álom meggyes-zabpelyhes omlós keksz 180 g;7,7;19,0;63,3;465;1951
Üzletben kapható termékek;Detki Zab Álom zabpelyhes omlós keksz 180 g;7,9;19,6;61,7;467;1958
Üzletben kapható termékek;Dexi extrudált barnakenyér 100 g;10;2,0;83;368;1559
Üzletben kapható termékek;Dexi extrudált búzakenyér sajttal 125 g;9,9;2,6;82,2;372;1574
Üzletben kapható termékek;Dexi extrudált kenyér graham liszttel 100 g;10;2,3;83;375;1585
Üzletben kapható termékek;Dexi extrudált kenyér hajdinával 125 g;11,3;1,8;82,3;375;1558
Üzletben kapható termékek;Dexi extrudált kukoricakenyér fokhagymával és hagymával 125 g;10,0;3,1;84,2;381;1620
Üzletben kapható termékek;Dexi extrudált rozskenyér 125 g;9,8;2,6;82,5;373;1578
Üzletben kapható termékek;Dexi gluténmentes csokoládé ízesítésű párnák 150 g;5,5;14,0;76,0;450;1893
Üzletben kapható termékek;Dexi gluténmentes extrudált kukoricakenyér 100 g;8,9;3,1;79;387;1639
Üzletben kapható termékek;Dexi gluténmentes extrudált kukoricakenyér sajttal 125 g;8,5;3,2;82;382;1618
Üzletben kapható termékek;Dexi gluténmentes extrudált rizskenyér 100 g;7,9;1,6;86;385;1632
Üzletben kapható termékek;Dexi gluténmentes vanília ízesítésű párnák 150 g;5,1;13,1;76,4;440;1853
Üzletben kapható termékek;Dextro Energy energetizáló cseresznye ízű szőlőcukor tabletta 50 g;0;0,6;87;360;1530
Üzletben kapható termékek;Dextro Energy energetizáló feketeribizli ízű szőlőcukor tabletta 50 g;0;0,6;87;360;1530
Üzletben kapható termékek;Dextro Energy energiát adó erdei gyümölcs ízesítésű szőlőcukor tabletták 50 g;0;0,6;85;357;1517
Üzletben kapható termékek;Dextro Energy energiát adó narancs ízesítésű szőlőcukor tabletták 50 g;0;0,6;85;357;1517
Üzletben kapható termékek;Diabetikus citromos ízű nápolyi 200 g;7,27;28,6;59;498;2088
Üzletben kapható termékek;Diabetikus kakaós nápolyi 200 g;7;28,4;57;486;2038
Üzletben kapható termékek;Dialky szélein kakaós bevonatba mártott földimogyoró ízű krémmel töltött ostyaszelet fruktózzal 40 g;11;37;45;567;2361
Üzletben kapható termékek;Disney mandulás figura édesítőszerekkel 30 g;15,1;23,6;22,8;362;1496
Üzletben kapható termékek;Dolce Vita édes omlós keksz 1000 g;7,2;15,9;70,9;460;1935
Üzletben kapható termékek;Dolmio Bolognese bolognai alap bazsalikommal és olívaolajjal 500 g;1,3;0,6;7,6;44;185
Üzletben kapható termékek;Dolmio Bolognese bolognai alap vöröshagymával és fokhagymával 500 g;1,6;0,5;6,9;42;177
Üzletben kapható termékek;Dolmio Bolognese Speciale bolognai alap gombával 500 g;1,4;0,2;6,2;36;154
Üzletben kapható termékek;Donna Pasta spaghetti 1 tojásos száraztészta 500 g;12;1,4;76;367;1557
Üzletben kapható termékek;Dörmi banános-joghurtos ízű krémmel töltött puha piskóta 30 g;5,8;16;59;391;1639
Üzletben kapható termékek;Dörmi csokoládés krémmel töltött puha piskóta 30 g;6,0;16,0;58,0;395;1660
Üzletben kapható termékek;Dörmi csokoládés krémmel töltött puha piskóta 5 db 150 g;6,0;16;58,0;395;1660
Üzletben kapható termékek;Dörmi DUO puha piskóta csokoládés krémmel és mogyoróízű krémmel 30 g;5,3;16;59;395;1658
Üzletben kapható termékek;Dörmi DUO puha piskóta epres töltelékkel és vaníliaízű krémmel 30 g;5,4;13;61;371;1559
Üzletben kapható termékek;Dörmi puha piskóta almás-epres töltelékkel 30 g;4,6;11,0;64,0;355;1500
Üzletben kapható termékek;Dörmi tejes krémmel töltött puha piskóta 30 g;6,1;15,0;58,0;390;1630
Üzletben kapható termékek;Dörmi tejes krémmel töltött puha piskóta 5 db 150 g;6,1;15,0;58,0;390;1630
Üzletben kapható termékek;Dr Gerard enyhén sós snack 250 g;7,6;20;65;474;1988
Üzletben kapható termékek;Dr Gerard hagymás snack 250 g;11;13;65;428;1802
Üzletben kapható termékek;Dr. Chen Patika Goji+C Flavojuice folyékony étrend-kiegészítő 500 ml;0;0;7,5;30,5;128
Üzletben kapható termékek;Dr. Chen Patika szűztea keksz 120 g;3,8;16,0;13,3;212,4;892
Üzletben kapható termékek;Dr. Oetker Aranka Krém csokoládés krémpor 75 g;3,5;3,9;18,5;126;529
Üzletben kapható termékek;Dr. Oetker Aranka Krém mogyoróízű krémpor 68 g;3,1;3,1;19,1;118;497
Üzletben kapható termékek;Dr. Oetker Aranka Krém vaníliaízű krémpor 68 g;3,0;3,0;19,7;118;500
Üzletben kapható termékek;Dr. Oetker arany dekor gyöngy 30 g;0,1;0,2;92;370;1574
Üzletben kapható termékek;Dr. Oetker Brownies süteménypor 436 g;6,8;14;54;371;1560
Üzletben kapható termékek;Dr. Oetker Cukormáz marcipánízű 100 g;0,0;0,0;83;332;1411
Üzletben kapható termékek;Dr. Oetker Csokis Muffin süteménypor 345 g;6,4;27;43;443;1847
Üzletben kapható termékek;Dr. Oetker csokoládés fagylaltpor 96 g;4,9;5,0;25;169;711
Üzletben kapható termékek;Dr. Oetker Csokoládés Tortakrém alappor 145 g;4,3;3,8;22;143;603
Üzletben kapható termékek;Dr. Oetker csokoládés-mogyorós tortakrém alappor 130 g;4,5;4,1;20;137;576
Üzletben kapható termékek;Dr. Oetker dekor ostyavirág 12 db;0,2;0,5;87;355;1508
Üzletben kapható termékek;Dr. Oetker Dekor Toll cukormáz 4 színben 4 db 76 g;0,1;6,1;82;385;1628
Üzletben kapható termékek;Dr. Oetker Dekor Toll csokoládé- és karamellízű cukormáz 4 x 19 g;0,9;7,6;76;378;1597
Üzletben kapható termékek;Dr. Oetker Desszertöntet Csokoládéízű 200 g;2,4;3,2;70;325;1375
Üzletben kapható termékek;Dr. Oetker Desszertöntet Epres 200 g;0,3;0,1;60;244;1037
Üzletben kapható termékek;Dr. Oetker Desszertöntet Karamellás 200 g;2,4;4,1;68;318;1348
Üzletben kapható termékek;Dr. Oetker Desszertöntetpor csokoládéízű 36 g;4,2;1,9;17;105;442
Üzletben kapható termékek;Dr. Oetker Desszertöntetpor vaníliaízű 35 g;3,0;1,3;21;108;458
Üzletben kapható termékek;Dr. Oetker Édes Ételek császármorzsa alappor mazsolával 200 g;4,6;5,9;31;198;832
Üzletben kapható termékek;Dr. Oetker Édes Ételek klasszikus tejberizs alappor 125 g;3,8;1,3;23;120;507
Üzletben kapható termékek;Dr. Oetker Édes Ételek vaníliaízű tejberizs alap 125 g;3,7;1,3;23;119;506
Üzletben kapható termékek;Dr. Oetker eperízű gyümölcskocsonyapor 90 g;0,0;0,0;22;93;395
Üzletben kapható termékek;Dr. Oetker erdeigyümölcs-ízű gyümölcskocsonyapor 90 g;0,0;0,0;22;93;395
Üzletben kapható termékek;Dr. Oetker Eredeti gluténmentes csokoládéízű pudingpor 49 g;3,4;1,5;18;100;422
Üzletben kapható termékek;Dr. Oetker Eredeti gluténmentes vaníliaízű pudingpor 40 g;3,1;1,4;18;96;407
Üzletben kapható termékek;Dr. Oetker Eredeti Puding banános pudingpor 40 g;3,1;1,4;18;96;408
Üzletben kapható termékek;Dr. Oetker Eredeti Puding csokoládés pudingpor 3 x 49 g;3,4;1,5;18;100;423
Üzletben kapható termékek;Dr. Oetker Eredeti Puding csokoládés pudingpor 49 g;3,4;1,5;18;100;423
Üzletben kapható termékek;Dr. Oetker Eredeti Puding csokoládés-rumízű pudingpor 49 g;3,4;1,5;18;100;423
Üzletben kapható termékek;Dr. Oetker Eredeti Puding epres pudingpor 3 x 40 g;3,1;1,4;18;96;408
Üzletben kapható termékek;Dr. Oetker Eredeti Puding epres pudingpor 40 g;3,1;1,4;18;96;408
Üzletben kapható termékek;Dr. Oetker Eredeti Puding étcsokoládés pudingpor 3 x 52 g;354;1,6;18;101;428
Üzletben kapható termékek;Dr. Oetker Eredeti Puding étcsokoládés pudingpor 52 g;3,5;1,6;18;101;428
Üzletben kapható termékek;Dr. Oetker Eredeti Puding fehércsokoládés pudingpor 3 x 46 g;3,2;2,0;18;103;437
Üzletben kapható termékek;Dr. Oetker Eredeti Puding fehércsokoládés pudingpor 46 g;3,2;2,0;18;103;437
Üzletben kapható termékek;Dr. Oetker Eredeti Puding karamellás pudingpor 40 g;3,1;1,4;18;97;409
Üzletben kapható termékek;Dr. Oetker Eredeti Puding puncs pudingpor 3 x 40 g;3,1;1,4;18;96;408
Üzletben kapható termékek;Dr. Oetker Eredeti Puding puncs pudingpor 40 g;3,1;1,4;18;96;408
Üzletben kapható termékek;Dr. Oetker Eredeti Puding tejszínes pudingpor 3 x 40 g;3,1;1,4;18;97;410
Üzletben kapható termékek;Dr. Oetker Eredeti Puding tejszínes pudingpor 40 g;3,1;1,4;18;97;410
Üzletben kapható termékek;Dr. Oetker Eredeti Puding vaníliaízű pudingpor 3 x 40 g;3,1;1,4;18;96;407
Üzletben kapható termékek;Dr. Oetker Eredeti Puding vaníliaízű pudingpor 40 g;3,1;1,4;18;96;407
Üzletben kapható termékek;Dr. Oetker étcsokoládés csokoládé betűk és számok 60 g;5,2;38;44;557;2314
Üzletben kapható termékek;Dr. Oetker Expressz csokoládéízű desszertöntetpor 52 g;3,6;1,6;18;103;434
Üzletben kapható termékek;Dr. Oetker Expressz Desszertöntetpor vaníliaízű 39 g;3,0;1,5;17;94;397
Üzletben kapható termékek;Dr. Oetker Expressz Tortazselé színtelen, cukrozott 50 g;0,0;0,0;16;65;275
Üzletben kapható termékek;Dr. Oetker fehér dekor gyöngy 30 g;0,7;0,2;91;369;1568
Üzletben kapható termékek;Dr. Oetker Finesse reszelt citromhéj 2 x 6 g;0,6;0,1;63;265;1125
Üzletben kapható termékek;Dr. Oetker Fondant fehér nyújtható cukormassza 454 g;0,0;3,8;88;390;1654
Üzletben kapható termékek;Dr. Oetker Gála csokoládés krémpudingpor 104 g;3,3;1,6;18;103;434
Üzletben kapható termékek;Dr. Oetker Gála étcsokoládés krémpudingpor 104 g;3,4;1,6;18;102;432
Üzletben kapható termékek;Dr. Oetker Gála puncs krémpudingpor 78 g;3,5;1,3;16;91;386
Üzletben kapható termékek;Dr. Oetker Gála sós-karamellás krémpudingpor csokoládé darabokkal 89 g;3,5;1,7;17;98;414
Üzletben kapható termékek;Dr. Oetker Gála vaníliaízű krémpudingpor 78 g;3,5;1,3;16;91;387
Üzletben kapható termékek;Dr. Oetker Gustin étkezési keményítő 250 g;0,5;0,0;86;346;1471
Üzletben kapható termékek;Dr. Oetker Gustin gluténmentes étkezési keményítő 80 g;0,5;0,0;86;346;1471
Üzletben kapható termékek;Dr. Oetker Házi Krémes krémpor 225 g;2,7;1,2;25;120;508
Üzletben kapható termékek;Dr. Oetker Holland Kakaópor sütéshez 70 g;20;21;8,9;366;1517
Üzletben kapható termékek;Dr. Oetker Kislányfejes Puding csokoládéízű pudingpor 40 g;3,3;1,4;17;96;406
Üzletben kapható termékek;Dr. Oetker Kislányfejes Puding karamellízű pudingpor 40 g;3,1;1,4;18;96;408
Üzletben kapható termékek;Dr. Oetker Kislányfejes Puding puncs pudingpor 40 g;3,1;1,4;18;96;408
Üzletben kapható termékek;Dr. Oetker Kislányfejes Puding vaníliaízű pudingpor 40 g;3,1;1,4;18;96;408
Üzletben kapható termékek;Dr. Oetker madagaszkári bourbon vanília paszta vanília magokkal 19 g;0,1;0,1;46;222;941
Üzletben kapható termékek;Dr. Oetker Mousse csokoládés habkrémpor 92 g;5,5;4,2;20;146;613
Üzletben kapható termékek;Dr. Oetker Muffin süteménypor 345 g;5,9;26;46;441;1841
Üzletben kapható termékek;Dr. Oetker narancsízű gyümölcskocsonyapor 90 g;0,0;0,0;23;93;396
Üzletben kapható termékek;Dr. Oetker natúr lübecki marcipánmassza 150 g;8,1;20;56;449;1880
Üzletben kapható termékek;Dr. Oetker Paula dekorcukor 17 g;1,0;4,1;92;412;1746
Üzletben kapható termékek;Dr. Oetker Paula Foltos Tortája süteménypor 375 g;5,0;5,7;30;195;823
Üzletben kapható termékek;Dr. Oetker piros dekor szív 30 g;0,6;4,3;94;418;1770
Üzletben kapható termékek;Dr. Oetker piros expressz tortazselé 50 g;0,0;0,0;16;64;273
Üzletben kapható termékek;Dr. Oetker Prémium belga csokoládés pudingpor 54 g;3,7;1,8;17;102;431
Üzletben kapható termékek;Dr. Oetker Prémium bourbon vaníliás pudingpor 36 g;3,1;1,4;17;95;400
Üzletben kapható termékek;Dr. Oetker prémium ét tortabevonó 100 g;6,8;44;32;572;2370
Üzletben kapható termékek;Dr. Oetker puncs fagylaltpor 82 g;3,8;4,5;27;162;683
Üzletben kapható termékek;Dr. Oetker rózsaszín dekor gyöngy 30 g;0,9;0,1;92;373;1585
Üzletben kapható termékek;Dr. Oetker Süti Puding csokoládés pudingpor hatlapos süteményhez 100 g;3,3;1,5;20;106;449
Üzletben kapható termékek;Dr. Oetker Süti Puding gesztenyeízű pudingpor gesztenyekockához 84 g;2,9;1,3;24;121;513
Üzletben kapható termékek;Dr. Oetker Süti Puding vanília- és rumízű pudingpor oroszkrém tortához 78 g;2,9;1,3;24;120;507
Üzletben kapható termékek;Dr. Oetker színes dekor konfetti 30 g;0,9;5,5;89;409;1730
Üzletben kapható termékek;Dr. Oetker Tejszínes-Vaníliás Tortakrém alappor 130 g;2,9;3,8;24;141;596
Üzletben kapható termékek;Dr. Oetker Tejszínízű Habpor 45 g;3,4;7,8;18;158;662
Üzletben kapható termékek;Dr. Oetker Tiramisu krémpor 70 g;4,0;4,0;21;136;572
Üzletben kapható termékek;Dr. Oetker Tortabevonó ét 100 g;3,7;46;41;606;2514
Üzletben kapható termékek;Dr. Oetker Tortadara kakaós 30 g;4,0;3,0;84;389;1646
Üzletben kapható termékek;Dr. Oetker Tortadara színes 30 g;0,1;1,3;97;399;1695
Üzletben kapható termékek;Dr. Oetker vaníliás fagylaltpor 82 g;3,8;4,5;27;162;683
Üzletben kapható termékek;Dr. Oetker Vitalis almás-fahéjas zabkása alappor 48 g;3,0;2,1;18;111;470
Üzletben kapható termékek;Dr. Oetker Vitalis banános zabkása alappor 55 g;3,3;2,2;20;122;516
Üzletben kapható termékek;Dr. Oetker Vitalis csokoládés zabkása alappor 60 g;3,8;3,3;20;134;562
Üzletben kapható termékek;Dr. Oetker Vitalis málnás zabkása alappor 53 g;3,6;2,5;19;116;489
Üzletben kapható termékek;Dr. Oetker Vitalis Szuperkása étcsokoládés zabkása alappor 62 g;3,4;3,3;16;118;495
Üzletben kapható termékek;Dr. Oetker Vitalis Szuperkása laktózmentes áfonyás zabkása alappor 55 g;2,7;1,9;17;104;439
Üzletben kapható termékek;Dr. Oetker Vitalis vaníliás zabkása alappor 52 g;3,2;2,2;19;115;484
Üzletben kapható termékek;Dr. Willi Knoll burgonyapüré por 3 x 125 g;2,1;1,1;11,8;68;286
Üzletben kapható termékek;Duel banán ízű holland kakaópor 75 g;19,3;20,1;11,4;369;1542
Üzletben kapható termékek;Duel eper ízű holland kakaópor 75 g;19,3;20,1;11,0;367;1536
Üzletben kapható termékek;Duel holland kakaópor 150 g;19,9;20,7;8,9;368;1539
Üzletben kapható termékek;Duel holland kakaópor 75 g;19,9;20,7;8,9;368;1539
Üzletben kapható termékek;Duel zsírszegény kakaópor 75 g;23,5;10,5;8,5;299;1246
Üzletben kapható termékek;Dunakeszi betű 8 tojásos száraztészta 200 g;13;3,8;69;368;1557
Üzletben kapható termékek;Dunakeszi cérnácska 8 tojásos száraztészta 200 g;13;3,8;69;368;1557
Üzletben kapható termékek;Dunakeszi cérnametélt 8 tojásos száraztészta 200 g;13;3,8;69;368;1557
Üzletben kapható termékek;Dunakeszi csiga 8 tojásos száraztészta 200 g;13;3,8;69;368;1557
Üzletben kapható termékek;Dunakeszi eperlevél 8 tojásos száraztészta 200 g;13;3,8;69;368;1557
Üzletben kapható termékek;Dunakeszi fodros nagykocka 2 tojásos száraztészta 500 g;14,0;1,1;70,2;353;1498
Üzletben kapható termékek;Dunakeszi orsó 2 tojásos száraztészta 500 g;14,0;1,1;70,2;353;1498
Üzletben kapható termékek;Dunakeszi rövidcső 2 tojásos száraztészta 500 g;14,0;1,1;70,2;353;1498
Üzletben kapható termékek;Dunakeszi spagetti 2 tojásos száraztészta 500 g;14,0;1,1;70,2;353;1498
Üzletben kapható termékek;Dunakeszi szarvacska 2 tojásos száraztészta 500 g;14,0;1,1;70,2;353;1498
Üzletben kapható termékek;Dunakeszi tarhonya 2 tojásos száraztészta 500 g;14,0;1,1;70,2;353;1498
Üzletben kapható termékek;Dunakeszi tarhonya 8 tojásos száraztészta 200 g;13;3,8;69;368;1557
Üzletben kapható termékek;Dunakeszi zabkocka 8 tojásos száraztészta 200 g;13;3,8;69;368;1557
Üzletben kapható termékek;Duo Penotti Caramel lágy kenhető csokoládés-karamellás mogyorókrém 350 g;3,0;38;55;575;2395
Üzletben kapható termékek;Duo Penotti Cookies  and  Milk lágy, kenhető tejes-kakaós kekszkrém valódi kekszből 350 g;4,2;37;53;569;2368
Üzletben kapható termékek;Duplo tejcsokoládéval bevont ostya mogyorós-kakaós krémmel töltve 18,2 g;6,1;33,5;56;555;2316
Üzletben kapható termékek;EcoMil Cuisine BIO konyhai alapanyag kesudióval 200 ml;1,3;8,3;2,8;93;389
Üzletben kapható termékek;EcoMil Cuisine BIO konyhai alapanyag mandulával 200 ml;1,3;8,5;1;93;383
Üzletben kapható termékek;EcoMil Cuisine BIO konyhai készült kókusztejjel 200 ml;0,5;7,3;1,3;75;310
Üzletben kapható termékek;Eko Nagymama sárgabaracklekvárja 340 g;0,5;0,4;41;174;740
Üzletben kapható termékek;Eko Nagymama szamócalekvárja 340 g;0,5;0,4;41;171;724
Üzletben kapható termékek;Eko Nagymama szilvakrémje 320 g;0,7;0,5;33;140;595
Üzletben kapható termékek;Ela citrom ízű krémmel töltött ostya fruktózzal 40 g;7;33;56;550;2300
Üzletben kapható termékek;Ela kakaós krémmel töltött ostya fruktózzal 40 g;11;34;46;544;2267
Üzletben kapható termékek;Ela mogyoró ízű krémmel töltött ostya gyümölcscukorral 40 g;10;37;46;560;2345
Üzletben kapható termékek;Ela nugát ízű krémmel töltött ostya gyümölcscukorral 40 g;12;35;45;546;2288
Üzletben kapható termékek;Ela vanília ízű krémmel töltött ostya fruktózzal 40 g;8;36;51;564;2351
Üzletben kapható termékek;Életfa Élelem hántolt konyhakész hajdina főzőtasakban 2 x 125 g;9,8;1,8;72,5;365;1526
Üzletben kapható termékek;Életfa Élelem hántolt konyhakész köles főzőtasakban 2 x 125 g;10,5;3,9;69,7;360;1520
Üzletben kapható termékek;Életfa Élelem hántolt tönkölybúza főzőtasakban 2 x 125 g;11,6;2,0;69,4;369;1545
Üzletben kapható termékek;Életfa Élelem konyhakész bulgur búzatöret főzőtasakban 2 x 125 g;12,5;1,5;69,8;350;1464
Üzletben kapható termékek;Elyon Vendégváró csiga házi jellegű 8 tojásos száraztészta 200 g;13,82;4,22;76,74;395;1674
Üzletben kapható termékek;Elyon Vendégváró csipetke 8 tojásos száraztészta 200 g;13,82;4,22;76,74;395;1674
Üzletben kapható termékek;Elyon Vendégváró eperlevél házi jellegű 8 tojásos száraztészta 200 g;13,82;4,22;76,74;395;1674
Üzletben kapható termékek;Elyon Vendégváró tarhonya házi jellegű 8 tojásos száraztészta 200 g;13,82;4,22;76,74;395;1674
Üzletben kapható termékek;Emco Granola gluténmentes müzli csokoládéval és mandulával 340 g;6,5;16,2;70,2;463;1937
Üzletben kapható termékek;Emco Granola gluténmentes müzli eperrel és mandulával 340 g;8,4;16,7;67,2;462;1936
Üzletben kapható termékek;Emco Granola gluténmentes müzli mézzel és mogyoróval 340 g;8,2;18,5;65,8;472;1974
Üzletben kapható termékek;Ételízesítő 200 g;9,7;6,3;74,3;371,3;1554,6
Üzletben kapható termékek;Eva heringfilé növényi olajban 170 g;12;37;0;384;1586
Üzletben kapható termékek;Eva sprotni növényi olajban 170 g;13;25;0;277;1145
Üzletben kapható termékek;Eva sprotni paradicsommártásban 170 g;11;6,1;4,8;119;496
Üzletben kapható termékek;Eva szardínia növényi olajban 115 g;17,0;33,0;0;365;1510
Üzletben kapható termékek;Eva szardínia növényi olajban citrommal 115 g;17,0;33,0;0;365;1510
Üzletben kapható termékek;Eva tonhal natúr lében 160 g;18;0,5;0;77;325
Üzletben kapható termékek;Eva tonhal növényi olajban 160 g;19;35;0;391;1618
