Gyümölcsök, gyümölcskészítmények;mirelit meggy;0.8;0.5;10.8;54
Gyümölcsök, gyümölcskészítmények;mirelit málna;1.2;0.3;5.5;37
Gyümölcsök, gyümölcskészítmények;mirelit ribizli;0.6;0.2;7.1;39
Gyümölcsök, gyümölcskészítmények;mirelit szilva;0.8;0;10.1;46
Gyümölcsök, gyümölcskészítmények;málna;1.2;0.3;5.5;37
Gyümölcsök, gyümölcskészítmények;málna lekvár;0.5;0;63.1;255
Gyümölcsök, gyümölcskészítmények;narancs;0.6;0.2;8.6;43
Gyümölcsök, gyümölcskészítmények;naspolya;0.6;0;11.9;52
Gyümölcsök, gyümölcskészítmények;nektarin;0.9;0.5;11.9;56
Gyümölcsök, gyümölcskészítmények;papaya;0.6;0.1;9.9;44
Gyümölcsök, gyümölcskészítmények;piros ribizli;0.6;0.2;7.1;40
Gyümölcsök, gyümölcskészítmények;ribizli lekvár;0.2;0;61.9;257
Gyümölcsök, gyümölcskészítmények;ringló szilva;0.8;0;13.3;59
Gyümölcsök, gyümölcskészítmények;szeder;0.8;1;5.9;37
Gyümölcsök, gyümölcskészítmények;szeder lekvár;0.5;0.4;58.9;247
Gyümölcsök, gyümölcskészítmények;szilva;0.8;0;10.5;49
Gyümölcsök, gyümölcskészítmények;szilva befőtt;0.4;0;22.2;92
Gyümölcsök, gyümölcskészítmények;szilva lekvár;1.3;0;53.9;225
Gyümölcsök, gyümölcskészítmények;szőlő;0.6;0.3;18;80
Gyümölcsök, gyümölcskészítmények;sárgabarack;0.9;0.1;10.1;48
Gyümölcsök, gyümölcskészítmények;sárgabarack befőtt;0.5;0.1;17.2;77
Gyümölcsök, gyümölcskészítmények;sárgabarack lekvár;0.4;0;64.3;259
Gyümölcsök, gyümölcskészítmények;sárgadinnye;0.3;0.1;9.6;41
Gyümölcsök, gyümölcskészítmények;vegyesíz;1;0;59.8;243
Gyümölcsök, gyümölcskészítmények;áfonya lekvár;0.3;0;59.8;245
Gyümölcsök, gyümölcskészítmények;Őszibarack;0.7;0;9.1;43
Gyümölcsök, gyümölcskészítmények;Őszibarack (befőtt);0.5;0;21.1;89
Gyümölcsök, gyümölcskészítmények;Őszibarack (gyorsfagyasztott);1;0;10.5;53
Gyümölcsök, gyümölcskészítmények;Őszibarack dzsem, üveges;0.5;0;71.1;291
Gyümölcsök, gyümölcskészítmények;Őszibarack hámozaott, gyorsfagyasztott;1.1;0;10;49
Gyümölcsök, gyümölcskészítmények;őszibarack;0.7;0.1;9.1;43
Gyümölcsök, gyümölcskészítmények;őszibarack befőtt;0.5;0;21.1;87
Halak, halkonzervek;Amur;18.1;7.6;0.2;147
Halak, halkonzervek;Busa;17.8;1.9;0.6;92
Halak, halkonzervek;Fogas;19.1;0.8;0.2;87
Halak, halkonzervek;Harcsa;17.7;0.8;0.2;284
Halak, halkonzervek;Heck;20.5;0.9;0;91
Halak, halkonzervek;Herng, olajos;15.8;33.7;0.7;380
Halak, halkonzervek;Hernig, paradicsomos;19;14.7;0.8;219
Halak, halkonzervek;Kaviár;25.8;15.8;4.5;270
Halak, halkonzervek;Lazac;20.2;14.2;0.2;217
Halak, halkonzervek;Pisztráng;21.4;2.9;0.2;114
Halak, halkonzervek;Ponty (nyurga);15.8;3.9;0.1;97
Halak, halkonzervek;Ponty (tükör);16.1;8.8;0.1;152
Halak, halkonzervek;Szardínia, olajos;22.6;21.5;0.3;294
Halak, halkonzervek;Tengeri hal;19.6;0.5;1.2;88.9
Halak, halkonzervek;Tonhal;19.3;0.5;1.2;85
Halak, halkonzervek;Tőkehal, file;19.5;0.5;1.2;90
Halak, halkonzervek;angolna;15.1;24.6;0;284
Halak, halkonzervek;balin;17.7;5.4;0;119
Halak, halkonzervek;busa;17.8;1.9;0.6;90
Halak, halkonzervek;csuka;18.3;0.9;0;81
Halak, halkonzervek;fogassüllő;19.2;0.8;0.2;86
Halak, halkonzervek;harcsa;16.1;2;0.2;84
Halak, halkonzervek;hering;18.3;17.9;0;236
Halak, halkonzervek;kagyló;14.5;2.2;0;79
Halak, halkonzervek;kagylókonzerv;19.3;2;2;100
Halak, halkonzervek;kaviár;26.1;16.1;4.7;270
Halak, halkonzervek;keszeg;16.5;5.4;0.2;115
Halak, halkonzervek;lazac;19.8;13.8;0.2;204
Halak, halkonzervek;makrela;18.9;12.1;0;187
Halak, halkonzervek;makrela konzerv;19.2;28.3;0;335
Halak, halkonzervek;olajos szardínia;22.3;21.2;0;280
Halak, halkonzervek;olajos tonhal;23.7;21.4;0;288
Halak, halkonzervek;olajoshal konzerv;16;33.9;0;372
Halak, halkonzervek;paradicsomos halkonzerv;15;15.2;0;199
Halak, halkonzervek;pisztráng;21.6;2.9;0;115
Halak, halkonzervek;ponty;15.6;8.6;0.1;139
Halak, halkonzervek;pácolt hering;10.9;10.8;0;140
Halak, halkonzervek;rák;20.4;1.1;2.2;99
Halak, halkonzervek;rákkonzerv;23.2;1.8;1.1;119
Halak, halkonzervek;szardínia;19.7;4.6;0;125
Halak, halkonzervek;tintahal;12.6;0.7;0.8;60
Halak, halkonzervek;tonhal filé;21.7;15.7;0;231
Halak, halkonzervek;tőkehal filé;17.6;0.6;1.2;81
Húskészítmények, belsőségek;Birka (közepes);17.1;26.6;0.3;320
Húskészítmények, belsőségek;Borjú;19.8;4.6;0.3;129
Húskészítmények, belsőségek;Bárány, juhhús (sovány);19.6;12.6;0.3;198
Húskészítmények, belsőségek;Békacomb;24;0.9;2.9;115
Húskészítmények, belsőségek;Csiga, éti;17.4;1;0.2;80
